Subject,Topic,SubTopic,Question,Answer,Done,ReviewLater,Duplicate,LessImportant,Starred,Order,SubjectOrder,TopicOrder,SubTopicOrder,SrsDue,SrsStreak
High Yield,ANGULAR,Services & DI,"useClass, useValue, useFactory, useExisting providers?",,,,,,,,,,,,
High Yield,ANGULAR,Services & DI,Factory function for complex initialization?,,,,,,,,,,,,
High Yield,ANGULAR,Services & DI,NgZone. Running outside Angular zone for performance?,,,,,,,,,,,,
High Yield,ANGULAR,Services & DI,ApplicationInitializer. Bootstrap-time initialization?,,,,,,,,,,,,
High Yield,ANGULAR,Services & DI,APP_INITIALIZER. Async data loading before app start?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,"Observable creation. of(), from(), interval(), Subject?",,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,Cold observables vs Hot observables. Subscription behavior?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,Subject vs BehaviorSubject vs ReplaySubject. Use cases?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,Subscription management. Memory leaks from unreleased subscriptions?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,"Unsubscribe pattern. takeUntil, async pipe alternatives?",,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,"Operators: map, filter, switchMap, mergeMap, concatMap, exhaustMap?",,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,switchMap vs mergeMap vs concatMap. Concurrency & ordering?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,exhaustMap for button clicks. Ignore while processing?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,shareReplay operator. Preventing duplicate subscriptions?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,share vs shareReplay. When refcount matters?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,tap operator. Side effects without transformation?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,catchError operator. Error recovery?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,retry operator. Exponential backoff with delay?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,debounceTime vs throttleTime. User input optimization?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,distinctUntilChanged. Duplicate prevention?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,combineLatest vs merge vs zip. Multi-stream combination?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,forkJoin for parallel requests. All must complete?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,Higher-order observables. Flattening operators?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,Observable vs Promise. When each?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,Async pipe with Observable. Auto-unsubscribe on destroy?,,,,,,,,,,,,
High Yield,ANGULAR,RxJS & Observables,RxJS memory leak scenarios. Detection & prevention?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,HttpClientModule. Dependency injection?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,"HttpClient methods: get, post, put, delete. Request/response types?",,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,Type-safe HTTP responses. Generic response types?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,HttpInterceptor. Request/response modification?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,Interceptor order. Multiple interceptors chaining?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,Error interceptor. Global error handling?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,JWT token interceptor. Authorization header injection?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,Request timeout interceptor. timeout operator?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,CORS configuration. Preflight requests?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,Error handling in HTTP calls. HttpErrorResponse?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,Retry logic. HTTP requests retry on failure?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,Request cancellation. Unsubscribe vs AbortController?,,,,,,,,,,,,
High Yield,ANGULAR,HTTP & Interceptors,Response caching. HTTP caching vs application caching?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,RouterModule & Routes configuration. Path matching?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,Router.navigate vs Router.navigateByUrl. Difference?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,Route parameters: path params vs query params?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,ParamMap vs QueryParamMap. Subscription vs snapshot?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,Lazy loading routes. loadChildren. Code splitting?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,"Route guards: CanActivate, CanActivateChild, CanDeactivate. Protection?",,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,CanDeactivate for unsaved changes warning. UX consideration?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,Resolve guard. Pre-loading data before component creation?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,"Router events. NavigationStart, NavigationEnd, NavigationError?",,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,RouteReuseStrategy. Caching component state across routes?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,Wildcard route. 404 handling?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,Router preloading strategy. PreloadAllModules vs custom?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,AuthGuard implementation. Protected routes?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,Redirect routes. redirectTo parameter?,,,,,,,,,,,,
High Yield,ANGULAR,Routing & Navigation,Router state. ActivatedRoute vs ActivatedRouteSnapshot?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,"Redux pattern in Angular. Actions, Reducers, Effects, Selectors?",,,,,,,,,,,,
High Yield,ANGULAR,NgRx,Action creators. Typed actions?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,Reducer pure functions. State immutability?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,Effects for side effects. ofType operator for action filtering?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,mergeMap vs switchMap vs concatMap in effects. Concurrency handling?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,Selectors. Memoization? createSelector?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,Feature store. Store composition?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,Store devtools. Time-travel debugging?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,Entity adapter. Normalized state management?,,,,,,,,,,,,
High Yield,ANGULAR,NgRx,Facade service. Abstraction over store?,,,,,,,,,,,,
High Yield,ANGULAR,Alternative State Management,Akita vs NgRx. When simpler approach?,,,,,,,,,,,,
High Yield,ANGULAR,Alternative State Management,RxJS only state management. BehaviorSubject pattern?,,,,,,,,,,,,
High Yield,ANGULAR,Alternative State Management,State management with signals (Angular 16+)?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,OnPush change detection strategy. Performance optimization?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,Default change detection. Checking all components on events?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,Angular Zone. Running outside zone for performance?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,ChangeDetectorRef.detectChanges(). Manual change detection?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,ChangeDetectorRef.detach(). Disable change detection?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,ExpressionChangedAfterCheckError. Debugging?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,Micro-tasks & macro-tasks. Zone.js interaction?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,Performance profiling. Chrome DevTools Angular plugin?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,Virtual scrolling. Large lists performance?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,Unidirectional data flow. Predictability?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,Memory profiling in Angular apps. Heap dumps?,,,,,,,,,,,,
High Yield,ANGULAR,Change Detection & Performance,Component reuse. trackBy in loops?,,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,"Built-in validators: Validators.required, Validators.minLength?",,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,Async validator: AsyncValidators.uniqueUsername()?,,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,Custom validator function. ValidationError object?,,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,Cross-field validation. Validator on FormGroup?,,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,Conditional validation. Enable/disable validators dynamically?,,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,Validator composition. Multiple validators on single control?,,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,Error message display. Error object structure?,,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,"Touched, dirty, pristine states. Form state tracking?",,,,,,,,,,,,
High Yield,ANGULAR,Forms Validation & Custom Validators,Form reset. Clearing errors?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,TestBed setup. ComponentFixture?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,@Component as test helper. Minimal test component?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,fixture.detectChanges(). Manual change detection?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,fixture.debugElement. DOM element access?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,DebugElement vs HTMLElement. Angular vs native?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,ComponentFixture.whenStable(). Async operations?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,HttpTestingController. HTTP request mocking?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,MockService vs Spy. When each?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,@Input/@Output testing. Direct property vs event testing?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,"Template testing. Click events, input changes?",,,,,,,,,,,,
High Yield,ANGULAR,Testing,Directive testing. Host component pattern?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,Service testing. Dependency injection?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,Observable testing. marble testing with jasmine-marbles?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,fakeAsync & tick. Async time progression?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,async helper. Promise-based async testing?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,waitForAsync. Latest async helper (Angular 12+)?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,E2E testing with Cypress vs Protractor. Protractor deprecated?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,Component integration testing. Full feature testing?,,,,,,,,,,,,
High Yield,ANGULAR,Testing,Code coverage. Target percentage?,,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,"Generic types in Angular. Generic components, services?",,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,"Strict mode. strictNullChecks, strictFunctionTypes implications?",,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,"Type guards. instanceof, in operator, user-defined type guards?",,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,Discriminated unions. Type narrowing?,,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,"Utility types: Partial, Pick, Omit, Record, Readonly?",,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,keyof operator. Type-safe object keys?,,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,Conditional types. Advanced type logic?,,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,Type inference. Avoiding explicit type annotations?,,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,Interface vs Type alias. When each?,,,,,,,,,,,,
High Yield,ANGULAR,TypeScript & Type Safety,Readonly properties. Immutability enforcement?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),Signals primitive. Reactivity without Observables?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),computed() signals. Derived state?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),effect() for side effects. Auto-tracking dependencies?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),Signal vs Observable. When each?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),Input signal. @Input migration path?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),Output signal. @Output alternative?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),Signal-based change detection. Impact on performance?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),Standalone components. Module-less components?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),Functional bootstrapping. bootstrapApplication()?,,,,,,,,,,,,
High Yield,ANGULAR,Signals & New Features (Angular 16+),Functional route guards. providersIn route config?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Custom elements (Web Components) in Angular?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,ElementRef vs TemplateRef vs ViewContainerRef. Component rendering?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Projecting content. ng-content with selectors?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Multi-slot content projection. Complex scenarios?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Dynamic component creation. ComponentFactoryResolver (deprecated in Angular 13)?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,ComponentRef. Dynamic component lifecycle?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,ViewContainerRef.createComponent(). Manual insertion?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Portal components. Material CDK?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Custom animations. @angular/animations?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Transition state machine. Animation triggers?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Reusable animations. animation definitions?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,i18n localization. ngx-translate?,,,,,,,,,,,,
High Yield,ANGULAR,Advanced Concepts,Multi-language support. LOCALE_ID provider?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Bundle size analysis. webpack-bundle-analyzer?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Tree shaking. providedIn: 'root' for unused services?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Lazy loading. Code splitting by route?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Preloading strategy. Custom preload logic?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,"Image optimization. WebP, responsive images?",,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,"Compression. gzip, brotli?",,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Minification. Production build optimization?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,AOT compilation. Ahead-of-time vs Just-in-time?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Differential loading. Polyfill distribution?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Virtual scrolling for large lists. CDK ScrollingModule?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Infinite scroll. Pagination vs scroll-to-load?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Memoization in selectors. createSelector?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,OnPush change detection at scale. Impact on large apps?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Web Workers. CPU-intensive operations?,,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,"Service Workers. Offline support, caching?",,,,,,,,,,,,
High Yield,ANGULAR,Performance Optimization,Caching strategies. Cache-first vs network-first?,,,,,,,,,,,,
High Yield,ANGULAR,Security,XSS prevention. Sanitization with DomSanitizer?,,,,,,,,,,,,
High Yield,ANGULAR,Security,bypassSecurityTrustHtml. When use? Risks?,,,,,,,,,,,,
High Yield,ANGULAR,Security,Template injection. Safe vs unsafe?,,,,,,,,,,,,
High Yield,ANGULAR,Security,CSRF token handling. HttpInterceptor?,,,,,,,,,,,,
High Yield,ANGULAR,Security,Content Security Policy (CSP). Configuration?,,,,,,,,,,,,
High Yield,ANGULAR,Security,CORS. Proxy in development?,,,,,,,,,,,,
High Yield,ANGULAR,Security,Authentication token storage. LocalStorage vs SessionStorage vs Cookies?,,,,,,,,,,,,
High Yield,ANGULAR,Security,JWT token refresh. Automatic refresh mechanism?,,,,,,,,,,,,
High Yield,ANGULAR,Security,HttpOnly cookies. HttpInterceptor prevention?,,,,,,,,,,,,
High Yield,ANGULAR,Security,Dependency vulnerabilities. npm audit?,,,,,,,,,,,,
High Yield,ANGULAR,Server-Side Rendering (SSR),Angular Universal. Server-side rendering benefits?,,,,,,,,,,,,
High Yield,ANGULAR,Server-Side Rendering (SSR),Hydration. Server-sent HTML reuse in client?,,,,,,,,,,,,
High Yield,ANGULAR,Server-Side Rendering (SSR),HTTP request handling on server. transferState?,,,,,,,,,,,,
High Yield,ANGULAR,Server-Side Rendering (SSR),Relative paths. Server vs client URL differences?,,,,,,,,,,,,
High Yield,ANGULAR,Server-Side Rendering (SSR),Zone.js on server. Event handling?,,,,,,,,,,,,
High Yield,ANGULAR,Server-Side Rendering (SSR),Build process. npm run build:ssr?,,,,,,,,,,,,
High Yield,ANGULAR,Server-Side Rendering (SSR),Performance metrics. First Contentful Paint (FCP) improvement?,,,,,,,,,,,,
High Yield,ANGULAR,Server-Side Rendering (SSR),SEO benefits. Meta tags server-rendered?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Angular CLI. Code generation (ng generate)?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,ng build configuration. production vs development?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Angular.json configuration. Build options?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Environment files. environment.ts vs environment.prod.ts?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Source maps. Debugging production builds?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Budget limits. Bundle size thresholds?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Docker containerization. Nginx reverse proxy?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,"CI/CD pipeline integration. GitHub Actions, Jenkins?",,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Progressive Web App (PWA). @angular/pwa?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Service Worker configuration. Cache strategies?,,,,,,,,,,,,
High Yield,ANGULAR,Build & Deployment,Update strategies. ng update for dependencies?,,,,,,,,,,,,
High Yield,ANGULAR,Monorepo & Scalability,Nx monorepo. Workspace management?,,,,,,,,,,,,
High Yield,ANGULAR,Monorepo & Scalability,Shared libraries. Code reuse across projects?,,,,,,,,,,,,
High Yield,ANGULAR,Monorepo & Scalability,Feature library organization. Barrel exports?,,,,,,,,,,,,
High Yield,ANGULAR,Monorepo & Scalability,Core library. Singleton services?,,,,,,,,,,,,
High Yield,ANGULAR,Monorepo & Scalability,Lint rules. Enforcing architecture?,,,,,,,,,,,,
High Yield,ANGULAR,Monorepo & Scalability,Scalability patterns for large teams. Micro front-ends?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Smart vs Dumb components. Container vs presentational?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Facade service pattern. Simplifying component interaction with store?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Observable subject pattern. Data flow between services?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Unsubscribe patterns. Memory leak prevention?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Memory leaks. Subscription cleanup?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Changing input after initialization. ngOnChanges handling?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Storing data in component. Stateful components pitfalls?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Direct DOM manipulation. Why avoid?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Logic in templates. Moving to component class?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Heavy components. Breaking into smaller pieces?,,,,,,,,,,,,
High Yield,ANGULAR,Common Patterns & Anti-Patterns,Circular dependencies. Module organization?,,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,Chrome DevTools Angular plugin. Component tree inspection?,,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,"Augury extension. Component hierarchy, dependency graph?",,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,"Angular DevTools. Profiling, performance analysis?",,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,Logging best practices. LoggerService?,,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,Error tracking. Sentry integration?,,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,Network tab. HTTP request inspection?,,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,Performance tab. Flame chart analysis?,,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,Source map debugging. Original TypeScript in browser?,,,,,,,,,,,,
High Yield,ANGULAR,Debugging & Tools,Breakpoints. Conditional breakpoints?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,"Kafka architecture. Brokers, topics, partitions, consumer groups, Zookeeper (deprecated)?",,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,KRaft mode. Zookeeper replacement. Benefits?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,Topic vs Partition. Data distribution? Replication?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,Leader vs Follower replicas. ISR (In-Sync Replicas)?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,Replication factor. Availability vs durability vs storage cost?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,Min in-sync replicas (min.insync.replicas). Durability guarantee?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,Broker failure handling. Leader election. Data consistency?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,Partition leadership election. Controller role?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,Committed offset. Consumer group position tracking?,,,,,,,,,,,,
High Yield,KAFKA,Kafka Fundamentals & Architecture,__consumer_offsets topic. Offset storage?,,,,,,,,,,,,
High Yield,KAFKA,Producers,"Producer architecture. Batching, compression, partitioning?",,,,,,,,,,,,
High Yield,KAFKA,Producers,Partitioner logic. Key-based vs round-robin distribution?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Custom partitioner. Real-world use case?,,,,,,,,,,,,
High Yield,KAFKA,Producers,acks setting: 0 vs 1 vs all. Durability vs latency?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Retries & backoff. Idempotent producer?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Idempotent producer. Exactly-once semantics at producer level?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Transactional producer. ACID guarantees across partitions?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Compression algorithms: snappy vs lz4 vs gzip vs zstd. Trade-offs?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Buffer memory management. max.block.ms timeout?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Batch size tuning. Throughput vs latency?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Linger.ms. Waiting for batching?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Send callback handling. Asynchronous vs synchronous?,,,,,,,,,,,,
High Yield,KAFKA,Producers,Schema registry integration. Avro serialization?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,"Consumer group. Parallel processing, scalability?",,,,,,,,,,,,
High Yield,KAFKA,Consumers,Rebalancing. Eager vs cooperative rebalancing?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Group coordinator. Rebalancing orchestration?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Consumer lag. Monitoring metric?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Offset management. auto.offset.reset behavior?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,earliest vs latest vs none offset reset. Recovery scenarios?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,enable.auto.commit. Manual vs automatic commit?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Commit offset timing. Performance vs consistency?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Seek & reset. Moving consumer offset?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Consumer retention. How long can consumer fall behind?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Pause & resume. Flow control?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Consumer threads. Single-threaded consumer pattern?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Thread safety. Consumer not thread-safe. Scaling pattern?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,"Heartbeat mechanism. session.timeout.ms, heartbeat.interval.ms?",,,,,,,,,,,,
High Yield,KAFKA,Consumers,Max poll interval. Processing time limit?,,,,,,,,,,,,
High Yield,KAFKA,Consumers,Fetch size tuning. Large message handling?,,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,Partition count. Throughput vs complexity trade-off?,,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,Changing partition count. Rebalancing impact?,,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,Partition assignment strategy. Range vs Round-robin vs Sticky vs Cooperative Sticky?,,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,Sticky assignment. Minimizing partition movement?,,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,Retention policy: time vs size vs compact. Cleanup policies?,,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,Log compaction. Snapshot semantics for state topics?,,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,Segment management. Disk I/O optimization?,,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,"Message ordering. Guarantees per partition, not topic?",,,,,,,,,,,,
High Yield,KAFKA,Topics & Partitions,Exactly-once delivery. Producer + consumer idempotence?,,,,,,,,,,,,
High Yield,KAFKA,Reliability & Durability,min.insync.replicas impact. Unclean leader election?,,,,,,,,,,,,
High Yield,KAFKA,Reliability & Durability,Acknowledgments for durability. acks=all latency cost?,,,,,,,,,,,,
High Yield,KAFKA,Reliability & Durability,Durability vs Latency trade-off. Tuning for use case?,,,,,,,,,,,,
High Yield,KAFKA,Reliability & Durability,Message ordering guarantees. Single partition requirement?,,,,,,,,,,,,
High Yield,KAFKA,Reliability & Durability,Exactly-once semantics (EOS). Producer idempotence + consumer offset atomicity?,,,,,,,,,,,,
High Yield,KAFKA,Reliability & Durability,Transactional reads. Reading uncommitted messages?,,,,,,,,,,,,
High Yield,KAFKA,Reliability & Durability,Isolation levels: read_uncommitted vs read_committed?,,,,,,,,,,,,
